director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
gary halvorson,vanessa williams,kevin clash,caroll spinney,adventure|comedy|family|fantasy|musical,the adventures of elmo in grouchland
antoine fuqua,don cheadle,lili taylor,armando riesco,crime|drama|thriller,brooklyn's finest
nicholas ray,ava gardner,david niven,john ireland,action|adventure|drama|history|war,55 days at peking
fede alvarez,lou taylor pucci,elizabeth blackmore,ellen sandweiss,horror,evil dead
donald petrie,nia vardalos,harland williams,rachel dratch,comedy|romance,my life in ruins
paul weitz,judy greer,dennis quaid,chris klein,comedy|music,american dreamz
sidney j. furie,jim broadbent,margot kidder,william hootkins,action|adventure|family|sci-fi,superman iv: the quest for peace
ian iqbal rashid,deray davis,clé bennett,conrad coates,drama,how she move
wayne kramer,paul walker,chazz palminteri,ivana milicevic,action|crime|drama|thriller,running scared
rowdy herrington,aidan quinn,jeremy northam,paul freeman,biography|drama|romance|sport,bobby jones: stroke of genius
jim goddard,victor wong,paul freeman,clyde kusatsu,adventure|crime|drama|romance,shanghai surprise
neil burger,rufus sewell,eddie marsan,jake wood,drama|mystery|romance|thriller,the illusionist
noel marshall,tippi hedren,melanie griffith,zakes mokae,adventure|horror|thriller,roar
joel schumacher,brenda fricker,david murray,gerard mcsorley,biography|crime|drama|thriller,veronica guerin
andrea di stefano,josh hutcherson,brady corbet,carlos bardem,crime|drama|romance|thriller,escobar: paradise lost
richard kelly,janeane garofalo,curtis armstrong,chris andrew ciulla,comedy|mystery|sci-fi|thriller,southland tales
guillaume ivernel,rob paulsen,jess harnell,mary mouser,adventure|animation|family|fantasy,dragon hunters
jack smight,george peppard,jan-michael vincent,paul winfield,sci-fi,damnation alley
todd lincoln,julianna guill,rick gomez,tim williams,horror|thriller,the apparition
howard zieff,macaulay culkin,jamie lee curtis,griffin dunne,comedy|drama|family|romance,my girl
steven shainberg,robert downey jr.,ty burrell,matt servitto,biography|drama|romance,fur: an imaginary portrait of diane arbus
neil burger,rufus sewell,eddie marsan,jake wood,drama|mystery|romance|thriller,the illusionist
oliver stone,hal holbrook,tamara tunie,james karen,crime|drama,wall street
ang lee,alan rickman,kate winslet,tom wilkinson,drama|romance,sense and sensibility
julian jarrold,anne hathaway,julie walters,laurence fox,biography|drama|romance,becoming jane
joe nussbaum,danny strong,matt long,samm levine,comedy|romance,sydney white
vadim perelman,frances fisher,kim dickens,ron eldard,drama,house of sand and fog
peter weir,robin williams,josh charles,kurtwood smith,comedy|drama,dead poets society
peter farrelly,lauren holly,mike starr,teri garr,comedy,dumb & dumber
rob reiner,bruno kirby,gretchen palmer,harley jane kozak,comedy|drama|romance,when harry met sally...
sidney lumet,charlotte rampling,james mason,jack warden,drama,the verdict
todd phillips,ethan suplee,rachel blanchard,paulo costanzo,comedy,road trip
brian robbins,paul walker,ron lester,mark walters,comedy|drama|romance|sport,varsity blues
michel hazanavicius,bérénice bejo,ed lauter,beth grant,comedy|drama|romance,the artist
david s. goyer,gary oldman,atticus shaffer,rachel brosnahan,drama|fantasy|horror|mystery|thriller,the unborn
wes anderson,bruce willis,bill murray,bob balaban,adventure|comedy|drama|romance,moonrise kingdom
jonathan liebesman,matt bomer,jordana brewster,lew temple,horror,the texas chainsaw massacre: the beginning
cyrus nowrasteh,clive russell,vincent walsh,finn ireland,drama,the young messiah
perry andelin blake,jennifer esposito,kenan thompson,james brolin,comedy|family,the master of disguise
guillermo del toro,ivana baquero,maribel verdú,sergi lópez,drama|fantasy|war,pan's labyrinth
unknown,joel courtney,jessika van,riley smith,drama|fantasy|mystery|thriller,the messengers
john whitesell,leslie bibb,angus t. jones,paul sorvino,action|comedy|crime|family,see spot run
john singleton,mo'nique,snoop dogg,angell conwell,crime|drama|romance|thriller,baby boy
christian e. christiansen,leighton meester,danneel ackles,frances fisher,drama|horror|thriller,the roommate
dennie gordon,brittany daniel,erik per sullivan,fred ward,adventure|comedy|drama,joe dirt
sheldon lettich,bolo yeung,alonna shaw,kamel krifa,action|crime,double impact
edgar wright,bill bailey,joe cornish,billie whitelaw,action|comedy|mystery,hot fuzz
diane english,jada pinkett smith,debi mazar,debra messing,comedy|drama,the women
woody allen,scarlett johansson,kevin dunn,christopher evan welch,drama|romance,vicky cristina barcelona
peter flinth,gustaf skarsgård,michael nyqvist,vincent perez,action|adventure|drama|romance|war,arn: the knight templar
jon lucas,mila kunis,jay hernandez,jada pinkett smith,comedy,bad moms
robert iscove,alyson hannigan,amanda detmer,tsianina joelson,comedy|drama|romance,boys and girls
peter kosminsky,patrick fugit,cole hauser,marc donato,drama,white oleander
karyn kusama,j.k. simmons,amy sedaris,cynthia stevenson,comedy|fantasy|horror,jennifer's body
nick gomez,will ferrell,jamie lee curtis,tracey walter,comedy|crime|mystery,drowning mona
woody allen,mike starr,don pardo,julie kavner,comedy,radio days
vic armstrong,nicolas cage,lea thompson,quinton aaron,action|drama|fantasy|mystery|thriller,left behind
allen coulter,robert pattinson,lena olin,ruby jerins,drama|romance,remember me
clare kilner,dylan baker,alexandra holden,trent ford,comedy|drama|romance,how to deal
richard benjamin,jon lovitz,alyson hannigan,tony jay,comedy|romance|sci-fi,my stepmother is an alien
jonathan demme,denzel washington,tom hanks,jason robards,drama,philadelphia
josef rusnak,gretchen mol,craig bierko,brad william henke,mystery|sci-fi|thriller,the thirteenth floor
lance rivera,farrah fawcett,vincent pastore,jenifer lewis,comedy,the cookout
ronald neame,martin landau,karl malden,brian keith,action|drama|sci-fi|thriller,meteor
bruce paltrow,lochlyn munro,marian seldes,huey lewis,comedy|drama|music,duets
woody allen,woody allen,debra messing,treat williams,comedy|romance,hollywood ending
adam rifkin,natasha lyonne,lin shaye,shannon tweed,comedy|music,detroit rock city
russell mulcahy,christopher lambert,jon polito,celia imrie,action|adventure|fantasy,highlander
susanne bier,alison lohman,omar benson miller,robin weigert,drama,things we lost in the fire
kenneth johnson,charles napier,annabeth gish,hill harper,action|crime|sci-fi,steel
james gray,jeremy renner,dagmara dominczyk,angela sarafyan,drama|romance,the immigrant
james ivory,vanessa redgrave,natasha richardson,lynn redgrave,drama|history|romance|war,the white countess
danny boyle,rosario dawson,spencer wilding,tuppence middleton,crime|drama|mystery|thriller,trance
jessy terrero,mo'nique,snoop dogg,tom arnold,comedy,soul plane
dany boon,dany boon,kad merad,michel galabru,comedy|romance,welcome to the sticks
vicente amorim,viggo mortensen,jodie whittaker,steven mackintosh,drama|romance|war,good
gaspar noé,paz de la huerta,emily alyn lind,olly alexander,drama|fantasy,enter the void
amy heckerling,taylor negron,justin kirk,ivan sergei,comedy|horror|romance,vamps
lasse hallström,cary-hiroyuki tagawa,sarah roemer,joan allen,drama|family,hachi: a dog's tale
jérôme salle,orlando bloom,tanya van graan,conrad kemp,crime|drama|thriller,zulu
tommy lee jones,barry corbin,tim blake nelson,miranda otto,drama|western,the homesman
jesse vaughan,vivica a. fox,jenifer lewis,kevin pollak,comedy|drama|romance|sport,juwanna mann
unknown,steven van zandt,trond fausa,tommy karlsen,comedy|crime|drama,lilyhammer
atom egoyan,david alpay,marie-josée croze,charles aznavour,drama|war,ararat
william bindley,bruce dern,jake lloyd,william shockley,drama|sport,madison
wayne beach,mekhi phifer,ll cool j,fisher stevens,drama|mystery|thriller,slow burn
gérard krawczyk,carole bouquet,ryôko hirosue,michel muller,action|comedy|crime|drama|thriller,wasabi
james gunn,dustin milligan,gregg henry,tania saulnier,comedy|horror|sci-fi,slither
martin brest,judge reinhold,ronny cox,james russo,action|comedy|crime,beverly hills cop
chris columbus,macaulay culkin,devin ratray,catherine o'hara,comedy|family,home alone
leonard nimoy,tom selleck,ted danson,steve guttenberg,comedy|drama|family,3 men and a baby
sydney pollack,bill murray,sydney pollack,teri garr,comedy|drama|romance,tootsie
tony scott,tom cruise,tom skerritt,adrian pasdar,action|drama|romance,top gun
ang lee,chen chang,pei-pei cheng,sihung lung,action|drama|romance,"crouching tiger, hidden dragon"
sam mendes,kevin spacey,peter gallagher,ara celi,drama,american beauty
tom hooper,colin firth,jennifer ehle,derek jacobi,biography|drama|history|romance,the king's speech
ivan reitman,kelly preston,tony jay,hugh o'brian,comedy|crime,twins
unknown,bex taylor-klaus,bobby campo,jason wiles,crime|drama|horror|mystery|thriller,scream: the tv series
udayan prasad,kristen stewart,eddie redmayne,william hurt,drama|romance,the yellow handkerchief
steven spielberg,oprah winfrey,rae dawn chong,dana ivey,drama,the color purple
jk youn,nicole dionne,ji-won ha,kyung-gu sol,action|comedy|drama|thriller,tidal wave
timur bekmambetov,morgan freeman,ayelet zurer,moises arias,adventure|drama|history,ben-hur
morten tyldum,benedict cumberbatch,rory kinnear,allen leech,biography|drama|thriller|war,the imitation game
howard zieff,eileen brennan,albert brooks,alan oppenheimer,comedy|war,private benjamin
michael apted,sissy spacek,beverly d'angelo,levon helm,biography|drama|music|musical,coal miner's daughter
thor freudenthal,chloë grace moretz,zachary gordon,rachael harris,comedy|family,diary of a wimpy kid
andrés muschietti,javier botet,megan charpentier,isabelle nélisse,fantasy|horror,mama
john carpenter,jamie lee curtis,donald pleasence,p.j. soles,horror|thriller,halloween
harold ramis,beverly d'angelo,randy quaid,jane krakowski,adventure|comedy,national lampoon's vacation
jeff tremaine,jackson nicoll,georgina cates,grasie mercedes,comedy,bad grandpa
stephen frears,roger allam,sylvia syms,alex jennings,biography|drama,the queen
tim burton,catherine o'hara,jeffrey jones,glenn shadix,comedy|fantasy,beetlejuice
tyler perry,michael jai white,tasha smith,lamman rucker,comedy|drama,why did i get married?
gillian armstrong,christian bale,kirsten dunst,eric stoltz,drama|family|romance,little women
james watkins,daniel radcliffe,roger allam,jessica raine,drama|fantasy|horror|thriller,the woman in black
simon west,madeline carroll,tessa thompson,brian geraghty,horror|thriller,when a stranger calls
shawn levy,frankie muniz,donald faison,lee majors,adventure|comedy|family,big fat liar
michael cimino,robert de niro,meryl streep,john savage,drama|war,the deer hunter
barry levinson,robert de niro,kirsten dunst,john michael higgins,comedy|drama,wag the dog
jim fall,clayton snyder,adam lamberg,alex borstein,adventure|comedy|family|music|romance,the lizzie mcguire movie
ric roman waugh,dwayne johnson,harold perrineau,nadine velazquez,action|drama|thriller,snitch
michael dougherty,adam scott,conchata ferrell,allison tolman,comedy|fantasy|horror,krampus
robert rodriguez,jordana brewster,salma hayek,clea duvall,horror|mystery|sci-fi,the faculty
brian gibson,rae'ven kelly,virginia capers,dororthy thorton,biography|drama|music,what's love got to do with it
james mangold,robert de niro,sylvester stallone,janeane garofalo,crime|drama|thriller,cop land
joel gallen,chris evans,joanna garcia swisher,mia kirshner,comedy,not another teen movie
david ayer,jake gyllenhaal,anna kendrick,america ferrera,crime|drama|thriller,end of watch
cameron crowe,emma stone,bradley cooper,bill murray,comedy|drama|romance,aloha
rob cohen,paul walker,leslie bibb,william petersen,action|crime|drama|thriller,the skulls
james marsh,eddie redmayne,emily watson,simon mcburney,biography|drama|romance,the theory of everything
john whitesell,greg grunberg,regina hall,blair underwood,comedy|crime,malibu's most wanted
matt williams,natalie portman,james frain,stockard channing,comedy|drama|romance,where the heart is
david lean,claude rains,josé ferrer,jack hawkins,adventure|biography|drama|history|war,lawrence of arabia
rob zombie,scout taylor-compton,tyler mane,margot kidder,horror,halloween ii
jean-marc vallée,michiel huisman,kevin rankin,gaby hoffmann,adventure|biography|drama,wild
dennis iliadis,tony goldwyn,monica potter,martha macisaac,crime|horror|thriller,the last house on the left
clare kilner,jack davenport,debra messing,holland taylor,comedy|romance,the wedding date
rick rosenthal,jamie lee curtis,thomas ian nicholas,bianca kajlich,comedy|horror|thriller,halloween: resurrection
louis leterrier,liam neeson,jason flemyng,alexa davalos,action|adventure|fantasy,clash of the titans
rob reiner,robin wright,carol kane,andré the giant,adventure|family|fantasy|romance,the princess bride
denzel washington,denzel washington,jurnee smollett-bell,john heard,biography|drama,the great debaters
nicolas winding refn,ryan gosling,albert brooks,russ tamblyn,crime|drama,drive
sara sugarman,adam garcia,carol kane,glenne headly,comedy|family|music|romance,confessions of a teenage drama queen
nicholas hytner,liam aiken,tim daly,kali rocha,comedy|drama|romance,the object of my affection
juan carlos fresnadillo,jeremy renner,harold perrineau,catherine mccormack,drama|horror|sci-fi,28 weeks later
thomas carter,jessie t. usher,matthew daddario,ser'darius blain,drama|family|sport,when the game stands tall
wayne wang,cicely tyson,luke benward,eva marie saint,comedy|drama|family,because of winn-dixie
gina prince-bythewood,alfre woodard,sanaa lathan,omar epps,drama|romance|sport,love & basketball
george armitage,minnie driver,michael cudlitz,mitchell ryan,action|comedy|crime|romance|thriller,grosse pointe blank
phil traill,bradley cooper,katy mixon,beth grant,comedy|romance,all about steve
joe berlinger,kim director,erica leerhsen,kurt loder,adventure|fantasy|horror|mystery|thriller,book of shadows: blair witch 2
andrew fleming,christine taylor,rachel true,brenda strong,drama|fantasy|horror|thriller,the craft
woody allen,scarlett johansson,mark gatiss,penelope wilton,drama|romance|thriller,match point
elizabeth allen rosenbaum,sierra mccormick,hutch dano,jason spevack,adventure|comedy|family|fantasy,ramona and beezus
james ivory,anthony hopkins,peter vaughan,ben chaplin,drama|romance,the remains of the day
paul thomas anderson,don cheadle,nicole ari parker,nina hartley,drama,boogie nights
robert harmon,kieran culkin,rosanna arquette,joss ackland,action|crime|drama|romance|thriller,nowhere to run
